id,y_2014,y_2015,y_2016,y_2017,y_2018,y_2019,y_2021,y_2022,y_2023
50,1.1,1.21,1.33,1.36,1.57,1.74,1.49,1.54,1.42
51,0.13,0.09,0.06,,,0.12,0.1,0.12,0.14
52,0.84,0.5,0.39,0.58,0.36,0.4,0.81,0.99,0.86
53,1.08,1.06,1.5,1.28,1.84,1.84,1.38,1.71,2.06
54,0.72,0.82,0.82,0.84,0.9,0.99,1.01,1.07,0.81
55,0.32,0.28,0.32,0.38,0.27,0.35,0.31,0.35,0.27
56,0.29,0.25,0.25,0.25,0.18,0.18,0.29,0.24,0.3
57,0.57,0.57,0.67,0.57,0.62,0.71,0.73,0.76,0.75
58,0.62,0.54,0.58,0.59,0.64,0.59,0.65,0.73,0.66
59,0.74,0.65,0.69,0.78,0.9,0.82,0.86,0.91,0.85
60,0.41,0.36,0.43,0.36,0.42,0.41,0.53,0.57,0.53
61,0.29,0.25,0.23,0.22,0.25,0.31,0.25,0.24,0.22
62,,,,,,,,,
64,0.4,0.38,0.56,0.63,0.5,0.54,0.59,0.73,0.58
65,0.06,0.09,0.1,0.17,0.19,0.19,0.19,0.26,0.33
66,0.19,0.13,0.09,0.14,0.18,0.16,0.21,0.21,0.3
67,,0.06,0.07,,,0.11,0.15,0.29,0.21
68,1.03,0.76,0.81,0.92,0.85,0.88,0.89,0.86,1.12
69,0.22,0.22,0.34,0.43,0.21,0.18,0.21,0.19,0.2
70,0.28,0.34,0.28,0.39,0.6,0.56,0.29,0.35,0.39
71,1.46,1.18,1.48,1.5,1.22,1.51,1.9,1.98,1.88
72,0.4,0.36,0.48,0.74,0.66,0.67,0.7,0.81,0.62
73,1.02,1.03,1.05,1.14,0.96,1.08,1.32,1.57,1.47
74,0.19,0.12,0.1,0.13,,,0.05,0.17,0.19
75,0.8,0.77,0.91,1.01,0.73,0.69,0.94,1.25,1.17
76,0.99,0.98,1.04,1.16,1,1.04,1.03,1.17,1.19
77,1.87,1.84,2.07,2.12,2.04,2.02,2.03,2.25,2.06
78,0.6,0.7,0.63,0.69,0.59,0.6,0.63,0.68,0.61
79,0.65,0.76,0.86,0.72,0.52,0.84,1.3,1.28,1.06
80,0.26,0.18,0.22,0.27,0.32,0.17,0.25,0.32,0.23
81,0.38,0.34,0.39,0.31,0.35,0.25,0.25,0.28,0.3
82,0.66,0.85,0.86,1.09,0.89,0.88,0.68,0.79,0.83
83,0.76,0.8,0.87,0.98,0.91,0.98,1.07,1.1,0.95
84,0.12,0.17,0.15,0.15,0.18,0.15,0.12,0.11,0.1
85,0.78,0.67,0.7,0.54,0.62,0.87,0.64,0.65,0.57
86,0.63,0.65,0.75,0.73,0.76,0.87,0.77,0.7,0.76
87,0.43,0.48,0.34,0.18,0.21,0.17,0.07,0.23,0.16
88,0.52,0.44,0.52,0.45,0.47,0.58,0.56,0.76,0.51
89,0.55,0.46,0.44,0.52,0.58,0.54,0.46,0.44,0.52
90,0.44,0.4,0.38,0.4,0.17,0.25,0.19,0.42,0.48
91,0.94,0.89,0.92,0.88,0.82,0.71,0.61,0.8,0.84
92,0.13,0.11,0.2,0.25,0.27,0.24,0.33,0.33,0.35
93,0.47,0.44,0.47,0.42,0.44,0.39,0.37,0.42,0.55
94,0.43,0.41,0.6,0.49,0.41,0.43,0.44,0.53,0.62
95,0.47,0.52,0.42,0.64,0.52,0.47,0.29,0.5,0.59
96,0.84,1.02,1.17,1.3,1.14,1.24,1.01,1.23,1.09
97,0.91,1.02,1.07,1.07,0.99,1.04,0.8,0.83,0.97
98,0.95,1,0.9,1.22,1.29,1.36,1.3,1.46,1.22
99,0.33,0.35,0.36,0.32,0.37,0.47,0.49,0.5,0.43
100,0.75,0.72,0.67,0.5,0.51,0.6,0.61,0.65,0.63
101,0.77,0.85,0.94,0.88,0.94,1.06,1.1,1.05,0.98
102,0.65,0.69,0.75,0.56,0.46,0.38,0.55,0.56,0.49
103,0.54,0.54,0.56,0.59,0.57,0.58,0.55,0.55,0.58
105,0.24,0.32,0.23,0.32,0.33,0.37,0.31,0.27,0.23
106,0.61,0.5,0.56,0.47,0.2,0.25,0.49,0.54,0.73
107,0.9,0.95,0.91,0.87,1.05,1.09,0.77,0.82,0.81
108,0.44,0.58,0.54,0.57,0.7,0.64,0.59,0.56,0.55
109,0.57,0.53,0.68,0.52,0.44,0.4,0.56,0.5,0.47
110,0.46,0.46,0.49,0.54,0.45,0.46,0.49,0.41,0.53
111,0.87,0.97,1.01,1.2,1.29,1.42,1.15,1.76,1.69
112,0.45,0.44,0.47,0.54,0.48,0.56,0.47,0.53,0.57
113,1.53,1.72,1.83,1.84,1.8,1.82,1.53,1.64,1.72
114,0.4,0.33,0.36,0.44,0.51,0.4,0.69,0.71,0.75
115,2.08,2.39,2.64,2.93,2.56,2.37,2.5,3.07,3.11
116,1.43,1.2,1.5,1.53,1.51,1.62,1.82,2.02,1.96
117,1.77,1.59,1.78,1.8,2.04,2.18,2.09,2.27,2.02
118,0.39,0.37,0.41,0.36,0.37,0.28,0.49,0.47,0.44
119,0.44,0.42,0.5,0.49,0.47,0.35,0.62,0.79,0.73
120,0.64,0.51,0.57,0.58,0.52,0.56,0.63,0.82,0.77
121,0.8,0.91,1.2,1.25,1.05,1.16,0.86,1,0.97
122,,,,,,,,,
123,0.79,0.77,0.82,0.87,0.68,0.87,0.73,0.62,0.72
124,0.64,0.66,0.58,0.64,0.54,0.58,0.56,0.76,0.83
125,1.39,1.3,1.3,1.13,1.08,1.24,1.23,1.48,1.63
126,0.14,0.16,0.2,0.18,0.24,0.22,0.29,0.33,0.4
127,0.61,0.63,0.73,0.71,0.7,0.7,1.05,1.17,1.26
128,1.08,1.23,1.08,0.99,0.8,0.68,0.92,0.97,1.11
129,0.45,0.5,0.52,0.51,0.37,0.39,0.26,0.42,0.35
130,0.29,0.25,0.21,0.4,0.24,0.17,0.35,0.45,0.38
131,0.75,0.91,0.85,0.96,0.82,0.8,0.7,0.71,0.77
132,,,,,,0.12,,,0.05
133,0.17,0.15,0.13,0.25,0.2,0.2,0.25,0.28,0.28
134,0.33,0.3,0.36,0.27,0.37,0.45,0.43,0.36,0.38
135,0.14,0.24,0.44,0.42,0.86,0.85,0.51,0.63,0.56
136,0.37,0.25,0.29,0.42,0.48,0.38,0.33,0.42,0.45
137,0.88,1.13,1.32,1.34,0.82,0.71,1.29,1.5,1.12
138,0.26,0.22,0.33,0.32,0.4,0.55,0.36,0.34,0.29
139,0.63,0.68,0.5,0.41,0.37,0.48,0.41,0.55,0.53
140,1.1,1.07,1.21,1.13,0.84,0.99,1.16,1.07,1.09
141,0.39,0.4,0.42,0.28,0.23,0.31,0.27,0.37,0.37
142,0.83,0.92,0.82,1.04,1.06,0.98,0.65,0.81,1.09
143,0.3,0.38,0.41,0.41,0.28,0.23,0.38,0.42,0.31
144,0.94,1.06,1.23,1.12,0.86,0.89,0.65,0.89,0.88
145,0.95,0.96,0.98,0.87,0.98,0.88,1.01,1.03,0.75
146,0.6,0.68,0.62,0.52,0.51,0.64,0.7,0.69,0.69
147,0.65,0.65,0.72,0.87,0.84,0.71,0.78,0.85,0.97
148,0.58,0.66,0.56,0.7,0.43,0.47,0.57,0.73,0.69
149,0.32,0.29,0.25,0.26,0.29,0.34,0.37,0.44,0.51
150,0.7,0.81,0.92,0.9,0.93,0.74,0.67,0.83,0.8
151,2.11,2.2,2.39,2.52,1.69,1.58,1.59,1.84,1.88
152,0.47,0.33,0.39,0.42,0.48,0.38,0.28,0.27,0.27
153,1.6,1.36,1.48,1.68,1.41,1.21,1.33,1.28,1.23
154,0.94,0.85,0.81,0.94,1.01,0.95,0.77,0.85,0.69
155,0.85,0.74,0.89,0.89,0.87,0.84,0.79,0.79,1.02
156,1.34,1.39,1.26,1.55,1.51,1.36,1.24,1.66,1.67
157,0.52,0.5,0.55,0.5,0.2,0.22,0.34,0.23,0.14
158,1.7,1.72,1.46,1.62,1.56,1.49,1.5,1.61,1.47
159,0.41,0.46,0.35,0.45,0.46,0.58,0.53,0.51,0.44
160,1.14,1.09,1,1.26,0.98,0.98,1.14,1.25,1
161,0.66,0.71,0.64,0.84,0.78,0.83,0.94,1.02,0.87
162,0.78,0.76,0.76,0.69,0.72,0.67,0.66,0.85,0.87
163,0.16,0.29,0.33,0.16,0.21,0.19,0.17,0.22,0.18
164,1.66,1.46,1.62,1.75,1.18,1.42,1.57,1.98,1.95
165,0.86,0.79,0.77,0.99,0.99,1.02,0.95,0.88,0.91
166,0.27,0.25,0.37,0.34,0.4,0.4,0.47,0.33,0.27
167,0.2,0.16,0.09,0.17,0.19,0.19,0.2,0.3,0.35
168,0.55,0.47,0.47,0.47,0.49,0.57,0.62,0.59,0.62
169,0.94,1.14,1.31,1.38,1.01,1.26,1.35,1.55,1.59
170,0.88,0.93,0.95,0.92,0.76,0.83,0.66,0.76,0.75
171,0.21,0.15,0.21,0.29,0.25,0.25,0.24,0.24,0.22
172,1.46,1.58,1.83,1.98,1.49,1.93,2.44,2.5,2.64
173,0.75,0.73,0.53,0.48,0.46,0.56,0.39,0.43,0.43
174,0.62,0.56,0.69,0.68,0.82,0.77,0.49,0.66,0.63
175,0.32,0.45,0.49,0.64,0.43,0.36,0.36,0.38,0.37
176,1.37,1.36,1.43,1.35,1.06,1.07,1.28,1.18,1.15
177,0.45,0.37,0.31,0.37,0.28,0.35,0.46,0.52,0.47
178,0.17,0.11,0.1,0.14,0.26,0.22,0.44,0.67,0.69
179,0.44,0.42,0.44,0.37,0.37,0.27,0.32,0.46,0.39
180,0.47,0.52,0.65,0.58,0.57,0.62,0.62,0.75,0.66
181,0.6,0.61,0.63,0.56,0.67,0.53,0.73,0.7,0.57
182,0.3,0.25,0.2,0.2,0.26,0.25,0.2,0.21,0.21
183,0.29,0.21,0.23,0.28,0.46,0.57,0.29,0.36,0.42
184,0.15,0.21,0.19,0.26,0.16,0.16,0.17,0.21,0.26
185,0.8,0.7,0.86,0.7,0.78,0.79,0.64,1.02,1.04
186,1.24,1.08,0.98,0.9,0.83,0.84,0.89,0.9,0.93
187,0.37,0.44,0.54,0.38,0.34,0.37,0.35,0.38,0.4
188,0.73,0.62,0.63,0.74,0.66,0.78,1.03,1.03,1.12
189,0.35,0.28,0.41,0.43,0.31,0.34,0.38,0.37,0.46
190,0.39,0.43,0.49,0.56,0.87,0.77,0.43,0.47,0.44
191,0.79,0.73,0.8,0.99,0.71,0.62,0.74,0.97,0.76
192,0.65,0.65,0.82,0.76,0.53,0.79,0.84,0.97,0.94
193,0.42,0.48,0.58,0.62,0.2,0.19,0.3,0.38,0.22
194,1.17,1.1,1.24,1.48,1.18,1.23,1.22,1.24,1.24
195,1,0.89,0.98,1.17,1.06,0.98,0.96,1.06,1.33
196,0.9,0.84,0.58,0.73,0.68,0.75,1.05,1.01,0.87
197,0.85,0.79,0.96,0.86,0.66,0.69,0.75,0.77,0.75
198,0.36,0.33,0.39,0.31,0.37,0.38,0.31,0.34,0.38
199,1.23,1.3,1.51,1.43,1.47,1.38,1.14,1.21,1.13
200,0.22,0.2,0.26,0.25,0.26,0.27,0.37,0.47,0.48
201,0.61,0.58,0.74,0.78,0.48,0.45,0.49,0.58,0.45
202,1.38,1.2,1.11,1.25,0.79,0.75,1.39,1.36,1.32
203,0.63,0.61,0.56,0.62,0.69,0.73,0.46,0.81,0.76
204,0.47,0.43,0.49,0.62,0.46,0.57,0.46,0.54,0.52
205,0.27,0.26,0.29,0.34,0.31,0.33,0.44,0.54,0.5
206,0.47,0.41,0.48,0.57,0.54,0.6,0.64,0.49,0.44
207,0.15,0.12,0.13,0.18,0.28,0.25,0.44,0.37,0.35
208,0.46,0.49,0.52,0.64,0.49,0.51,0.47,0.44,0.35
209,0.85,1.15,1.25,1.4,1.09,1.23,1.17,1.25,1.29
210,0.08,0.08,0.17,0.31,0.12,0.16,0.17,0.26,0.3
211,0.96,1.22,1.04,1.13,0.93,0.91,0.74,0.85,0.81
212,0.5,0.44,0.55,0.5,0.4,0.56,0.56,0.77,0.99
213,0.3,0.4,0.38,0.4,0.26,0.25,0.3,0.22,0.26
215,0.19,0.16,0.18,0.15,0.13,0.11,0.22,0.23,0.26
216,0.2,0.15,0.09,,,0.13,0.18,0.27,0.17
217,0.25,0.24,0.31,0.32,0.18,0.2,0.32,0.29,0.34
218,0.62,0.7,0.65,0.69,0.64,0.57,0.38,0.53,0.39
219,0.2,0.19,0.29,0.16,0.17,0.16,0.34,0.45,0.49
220,0.37,0.42,0.53,0.59,0.71,0.6,0.43,0.47,0.5
221,0.47,0.39,0.52,0.52,0.58,0.62,0.45,0.7,0.62
222,0.16,0.13,0.1,,0.11,0.14,0.19,0.21,0.2
223,0.59,0.67,0.66,0.54,0.64,0.67,0.43,0.4,0.54
224,0.54,0.6,0.69,0.68,0.87,0.57,0.62,0.8,0.72
225,0.4,0.41,0.4,0.31,0.65,0.71,0.28,0.25,0.19
226,0.14,0.13,0.14,0.14,,,0.12,0.2,0.16
227,1.11,1.17,0.93,0.81,0.96,0.97,0.86,0.97,0.88
228,0.28,0.25,0.23,0.27,0.21,0.15,0.12,0.33,0.35
229,1.03,1.2,1.55,1.65,1.4,1.4,1.81,2.34,2.27
230,0.4,0.44,0.4,0.45,0.55,0.5,0.42,0.49,0.56
231,0.72,0.7,0.88,0.99,0.93,0.83,0.87,0.93,0.91
232,1.05,1.18,1.12,1.13,0.99,0.95,0.96,1.03,1.04
233,0.62,0.55,0.61,0.73,0.62,0.64,0.58,0.61,0.63
234,1.49,1.6,1.67,1.54,1.58,1.75,2.15,2.14,2.08
235,0.52,0.49,0.45,0.57,0.38,0.46,0.51,0.55,0.39
236,0.14,0.1,0.12,0.11,0.13,0.17,0.12,0.1,0.07
237,1.05,1.08,1.12,1.17,1.08,1.04,1.07,1.25,1.24
238,1.14,1.07,1.18,1.04,0.9,1.05,1.23,1.16,1.03
240,0.25,0.16,0.18,0.17,0.32,0.29,0.24,0.36,0.28
241,0.4,0.4,0.37,0.34,0.24,0.31,0.39,0.61,0.56
242,0.92,0.92,0.81,0.71,0.64,0.74,0.74,0.78,0.8
243,,,,,,0.13,0.5,0.72,0.77
244,0.7,0.73,0.67,0.73,0.63,0.8,0.65,0.71,0.69
245,0.38,0.3,0.3,0.36,0.39,0.5,0.33,0.44,0.4
246,0.5,0.48,0.5,0.46,0.44,0.48,0.55,0.5,0.47
247,0.35,0.33,0.36,0.31,0.32,0.33,,0.5,0.45
248,0.42,0.41,0.54,0.52,0.54,0.62,0.54,0.52,0.58
249,0.68,0.77,0.9,0.72,1.02,1,0.59,0.71,0.76
250,0.45,0.55,0.5,0.5,0.5,0.47,0.18,0.18,0.15
251,0.71,0.7,0.83,0.86,0.71,0.73,0.51,0.63,0.54
252,0.23,0.19,0.17,0.22,0.23,0.24,0.23,0.27,0.17
253,0.65,0.63,0.71,0.82,0.62,0.86,0.7,0.68,0.63
254,0.06,,0.08,,0.11,0.17,0.08,0.17,0.2
255,1.03,0.78,0.84,0.84,0.89,0.96,0.91,1.3,1.3
256,0.53,0.51,0.6,0.91,0.85,1.07,1.63,1.87,2.04
257,1.23,1.34,1.58,1.64,1.34,1.65,2.14,2.53,2.57
258,1.28,1.28,1.16,1.22,1.3,1.23,1.26,1.17,1.04
259,0.9,0.71,0.81,0.76,0.61,0.75,0.85,0.86,0.72
260,1.06,1.1,0.87,0.99,0.92,1.01,0.99,1.07,0.96
261,0.75,0.72,0.62,0.52,0.66,0.52,0.5,0.61,0.51
262,0.62,0.67,0.68,0.68,0.6,0.67,0.84,0.85,0.84
263,0.48,0.49,0.66,0.75,0.53,0.4,0.49,0.62,0.7
264,0.6,0.58,0.66,0.66,0.52,0.61,0.54,0.45,0.41
265,0.55,0.56,0.5,0.36,0.29,0.34,0.39,0.24,0.24
266,1.04,1.22,1.28,1.32,1.3,1.3,1.12,1.06,0.92
267,2.02,1.96,2.12,1.95,1.83,1.77,1.59,1.61,1.67
268,0.52,0.54,0.61,0.63,0.44,0.5,0.5,0.46,0.57
269,0.56,0.59,0.65,0.77,0.67,0.52,0.58,0.69,0.69
270,0.51,0.36,0.37,0.5,0.68,0.65,0.45,0.53,0.44
271,0.41,0.37,0.35,0.29,0.36,0.34,0.29,0.37,0.28
272,0.27,0.24,0.29,0.23,0.31,0.39,0.31,0.41,0.44
273,0.4,0.5,0.41,0.41,0.49,0.54,0.68,0.54,0.53
274,0.29,0.26,0.27,0.2,0.28,0.33,0.23,0.28,0.18
275,0.59,0.56,0.53,0.58,0.55,0.46,0.38,0.42,0.4
276,0.73,0.75,0.75,0.71,0.5,0.51,0.47,0.45,0.48
277,0.63,0.61,0.53,0.6,0.67,0.75,0.76,0.86,0.86
278,0.49,0.53,0.47,0.41,0.46,0.4,0.42,0.48,0.51
279,0.15,0.17,0.17,0.24,0.22,0.25,0.22,0.18,0.14
280,0.75,1.17,0.93,1.28,0.84,1.02,1.2,1.23,1.07
281,0.5,0.48,0.46,0.36,0.39,0.37,0.39,0.4,0.27
282,0.93,0.68,0.66,0.67,0.74,0.63,0.6,0.66,0.64
283,1.08,0.9,0.85,0.84,0.83,0.81,0.94,1.1,0.96
284,0.55,0.53,0.59,0.52,0.72,0.77,0.97,1.23,1.15
285,,,,,,,,,
286,0.24,0.29,0.33,0.25,0.29,0.3,0.21,0.25,0.23
287,0.56,0.71,0.86,0.92,0.86,0.83,0.68,0.83,0.9
288,0.4,0.46,0.4,0.39,0.3,0.29,0.34,0.56,0.48
289,1.24,1.4,1.61,1.71,1.7,1.59,1.54,1.76,1.88
290,0.25,0.44,0.2,0.17,0.44,0.5,0.2,0.24,0.19
291,0.85,0.74,0.87,0.88,0.86,0.92,0.95,0.94,0.77
292,0.35,0.35,0.36,0.54,0.29,0.32,0.45,0.37,0.43
293,0.27,0.29,0.35,0.32,0.27,0.28,0.36,0.38,0.22
294,0.57,0.38,0.26,0.29,0.49,0.59,,0.35,0.31
295,0.5,0.39,0.45,0.36,0.34,0.31,0.48,0.66,0.53
296,0.38,0.33,0.5,0.61,0.64,0.78,0.77,0.76,0.53
297,0.12,0.12,0.14,0.1,,,0.06,0.05,
298,0.36,0.34,0.39,0.25,0.45,0.49,0.52,0.55,0.49
299,0.74,0.74,0.79,0.9,0.76,0.86,1.03,1.13,1.01
300,0.19,0.17,0.13,0.14,0.14,0.14,0.15,0.07,
301,0.84,0.74,0.68,0.8,0.77,0.69,0.64,0.65,0.6
302,0.73,0.64,0.77,0.81,0.67,0.59,0.86,0.93,0.92
303,0.27,0.25,0.33,0.35,0.49,0.44,0.39,0.44,0.54
304,0.26,0.33,0.31,0.35,0.54,0.5,0.44,0.59,0.61
305,0.28,0.27,0.3,0.22,0.21,0.32,0.34,0.37,0.52
306,,,0.35,0.39,0.44,0.44,0.73,0.68,0.71
307,1.01,1.28,1.35,1.28,1.15,1.26,1.06,1.18,1.18
308,0.54,0.57,0.54,0.64,0.59,0.58,0.74,0.79,0.83
309,0.67,0.64,0.67,0.78,0.65,0.65,0.75,0.86,0.9
310,1.31,1.19,1.33,1.35,1.11,0.99,1,1.26,1.34
311,0.25,0.29,0.27,0.25,0.28,0.29,0.27,0.28,0.32
312,0.68,0.6,0.67,0.71,0.61,0.62,0.85,1.01,0.83
313,0.84,0.84,0.81,0.86,0.63,0.63,0.65,0.77,0.81
314,0.85,0.86,1.13,0.99,0.88,0.93,1.03,1.01,1.13
315,,,,,,,,0.05,0.06
316,1.52,1.59,1.41,1.34,1.01,0.99,1.14,1.37,1.53
317,0.31,0.35,0.37,0.29,,,,0.2,0.24
318,0.18,0.19,0.22,0.2,0.18,0.14,0.14,0.18,0.19
319,1,1.11,1.15,1.14,1.17,1.33,0.93,1.09,0.93
320,0.19,0.24,0.24,0.27,0.71,0.87,0.35,0.41,0.43
321,0.35,0.35,0.36,0.32,0.17,0.28,0.49,0.48,0.54
322,0.35,0.28,0.3,0.36,0.41,0.27,0.39,0.34,0.34
323,1.11,1.04,0.92,1.12,0.91,0.93,0.98,1.01,1.08
324,0.33,0.26,0.17,0.25,0.17,0.17,0.23,0.35,0.39
325,0.83,0.73,0.86,0.8,0.91,0.92,0.81,0.89,0.85
326,0.44,0.32,0.35,0.27,0.16,0.15,,0.25,0.25
327,0.7,0.7,0.75,0.85,0.63,0.5,0.69,0.77,0.69
328,0.16,0.26,0.31,0.32,0.25,0.15,0.3,0.47,0.55
329,0.67,0.75,0.62,0.56,0.87,0.97,0.72,0.76,0.83
330,0.78,0.83,0.91,0.99,0.8,0.8,0.85,0.86,0.86
331,0.31,0.32,0.24,0.51,0.25,0.34,0.38,0.41,0.65
332,0.63,0.61,0.61,0.59,0.58,0.55,0.63,0.63,0.56
333,1.15,1.1,1.15,1.3,1.06,0.98,1.31,1.5,1.56
334,0.05,,0.05,,,,0.06,0.13,0.1
335,1.25,1.24,1.26,1.07,1.04,1.21,1.23,1.15,1.06
336,0.78,0.94,1.01,1.08,0.98,1.12,0.98,1.01,0.98
337,0.31,0.31,0.43,0.39,0.4,0.38,0.27,0.37,0.45
338,0.16,0.27,,,,0.16,,0.09,0.14
339,,,,,,,,0.05,0.05
343,0.19,0.16,0.18,0.12,0.2,0.31,0.23,0.29,0.3
344,0.17,0.23,0.26,0.26,0.26,0.21,0.13,0.27,0.35
345,0.28,0.28,0.25,0.34,0.76,0.87,0.29,0.29,0.44
346,0.91,1.03,0.97,0.87,0.87,0.81,0.8,0.84,0.84
347,0.2,0.12,,0.15,,,0.12,0.2,0.1
348,0.86,0.89,0.86,0.89,0.81,0.87,1.04,0.99,1.18
349,0.71,0.62,0.71,0.44,0.21,0.16,0.19,0.39,0.38
350,0.39,0.35,0.34,0.42,0.34,0.36,0.37,0.27,0.31
351,0.37,0.39,0.36,0.33,0.23,0.29,0.47,0.5,0.45
352,0.79,0.87,0.94,0.9,0.89,1.06,1.05,0.98,0.95
353,0.84,0.79,0.83,0.83,0.73,0.63,0.82,0.96,0.96
354,0.14,0.15,0.17,0.26,0.24,0.26,0.23,0.27,0.26
355,0.43,0.36,0.52,0.5,0.61,0.68,0.73,0.94,1.15
356,1.61,1.71,1.7,1.84,1.41,1.28,1.59,1.79,1.92
357,0.5,0.46,0.44,0.45,0.36,0.37,0.36,0.36,0.39
358,0.89,0.95,1.03,1.02,0.8,0.83,0.61,0.77,0.76
359,0.51,0.4,0.41,0.35,0.66,0.55,0.26,0.39,0.4
360,1.2,1.17,1.31,1.53,1.27,1.37,1.63,1.87,1.98
361,0.34,0.37,0.49,0.4,0.36,0.36,,0.36,0.34
362,1.04,0.96,1.03,1.05,0.79,0.82,0.96,0.95,0.94
363,0.83,0.87,0.89,0.91,0.96,0.82,0.67,0.72,0.58
364,0.28,0.24,0.32,0.4,0.3,0.32,0.28,0.24,0.24
365,0.26,0.35,0.25,0.16,0.17,0.17,0.24,0.21,0.25
366,0.14,0.12,0.18,0.17,0.19,,0.09,0.1,0.2
367,0.6,0.65,0.84,0.74,0.54,0.33,0.44,0.46,0.54
368,0.86,0.88,0.99,0.98,0.91,0.95,0.79,0.85,0.8
369,0.6,0.55,0.54,0.49,0.58,0.51,0.2,0.22,0.28
370,1.35,1.58,1.59,1.43,1.08,1.03,0.82,1.36,1.43
371,2.07,2.07,2.25,2.48,2.04,2.08,2.93,2.88,3.25
372,4.09,3.65,3.47,3.6,3.12,3.25,2.94,3.11,2.66
373,0.26,0.28,0.27,0.25,0.35,0.37,0.26,0.25,0.19
374,0.76,0.71,0.82,0.68,0.65,0.83,0.7,0.77,0.75
375,0.5,0.45,0.39,0.37,0.42,0.4,0.37,0.35,0.32
376,1.03,0.96,1.01,0.99,0.95,0.99,1.08,1.15,1.05
377,1.51,1.47,1.53,1.51,1.45,1.25,1.1,1.3,1.38
378,0.54,0.57,0.55,0.59,0.44,0.42,0.63,0.67,0.65
379,1.65,1.62,1.77,1.73,1.45,1.37,1.36,1.44,1.38
380,2.11,2.16,2.11,2.08,1.66,1.46,1.73,2.11,1.96
381,0.47,0.39,0.46,0.33,0.34,0.28,0.37,0.53,0.49
382,0.39,0.49,0.56,0.54,0.61,0.5,0.41,0.5,0.52
383,1.44,1.29,1.5,1.45,1.59,1.56,1.42,1.69,1.48
