id,y_2014,y_2015,y_2016,y_2017,y_2018,y_2019,y_2021,y_2022,y_2023
430,0.29,0.36,0.41,0.25,0.4,0.51,0.5,0.53,0.49
431,0.16,0.22,0.24,0.23,0.23,0.18,0.2,0.26,0.25
432,0.25,0.21,0.21,0.17,0.24,0.16,0.21,0.3,0.29
433,0.13,0.09,0.11,,0.12,,0.13,0.06,0.09
434,0.13,0.13,,,,,0.2,0.12,0.12
435,,,0.13,,,,0.08,0.05,
436,0.12,0.2,0.25,0.2,0.18,0.22,0.14,0.16,0.16
437,0.05,0.17,0.19,0.12,0.11,,0.19,0.19,0.33
438,0.17,0.12,0.13,0.22,0.23,0.23,0.26,0.41,0.31
442,0.33,0.28,0.29,0.29,0.38,0.27,0.22,0.43,0.27
443,0.13,0.13,0.08,0.12,0.15,,0.13,0.18,0.29
444,0.26,0.19,0.21,0.19,0.31,0.16,0.34,0.4,0.29
445,0.28,0.29,0.16,0.21,0.24,,0.19,0.09,0.17
446,0.13,0.06,0.11,0.15,,,0.09,0.1,0.18
447,0.15,0.21,0.18,0.12,0.25,0.16,0.35,0.31,0.39
448,0.17,0.2,0.19,0.23,0.29,0.23,0.27,0.31,0.24
449,,,0.06,,0.14,,0.16,0.14,0.16
450,0.22,0.23,0.13,0.2,0.29,0.14,0.3,0.25,0.23
451,0.23,0.22,0.32,0.43,0.38,0.49,0.61,0.84,0.68
452,0.09,0.1,0.05,,,,,0.14,0.12
453,0.12,,0.05,0.13,0.18,,0.21,0.21,0.12
454,0.06,0.08,0.11,,0.14,0.11,0.17,0.12,0.13
455,0.09,0.11,0.15,0.15,0.15,0.14,0.13,0.15,0.11
456,,,,,,,,,
457,0.08,0.09,0.18,0.12,0.14,0.12,0.22,0.1,0.19
458,0.09,0.07,0.06,0.11,0.14,0.24,0.17,0.13,0.14
459,0.26,0.32,0.3,0.34,0.3,0.2,0.39,0.47,0.3
460,0.35,0.32,0.17,0.28,0.34,0.35,0.41,0.35,0.36
462,0.09,0.13,0.13,0.1,0.16,0.14,0.15,0.21,0.27
463,0.09,0.15,0.2,0.24,0.19,0.12,0.16,0.25,0.2
464,0.21,0.19,0.24,0.32,0.33,0.45,0.44,0.41,0.44
465,0.09,0.11,0.1,0.11,0.16,0.14,0.19,0.14,0.05
466,0.22,0.25,0.19,0.25,0.29,0.21,0.28,0.24,0.31
467,0.23,0.16,0.22,0.22,0.4,0.32,0.37,0.28,0.32
468,,,,,,,,,
469,0.05,0.11,0.12,0.11,0.27,0.16,0.14,0.11,0.11
470,0.05,0.16,0.09,0.2,0.21,0.15,0.24,0.18,0.2
471,0.21,0.18,0.13,0.17,0.26,0.18,0.21,0.18,0.17
472,,0.05,0.06,,0.15,,0.1,0.15,0.15
473,0.11,0.08,0.06,0.15,,,0.12,0.13,0.13
474,0.12,0.05,,0.23,0.32,0.15,0.12,0.18,0.17
475,0.07,0.05,0.07,,0.15,0.11,0.28,0.3,0.22
476,0.07,0.12,0.16,,0.25,0.13,0.29,0.29,0.27
