id,y_2022
2,488.0
3,1199.0
4,473.0
5,148.0
6,397.0
7,290.0
8,183.0
9,64.0
10,533.0
11,406.0
12,829.0
13,718.0
14,561.0
15,220.0
16,1165.0
17,592.0
18,777.0
19,751.0
20,549.0
21,1509.0
22,102.0
23,407.0
24,111.0
25,968.0
26,1501.0
27,1044.0
28,274.0
29,108.0
30,422.0
31,622.0
32,0.0
33,48.0
34,672.0
35,421.0
36,643.0
37,240.0
38,479.0
39,706.0
40,623.0
41,363.0
42,369.0
43,253.0
44,397.0
45,1554.0
46,208.0
47,137.0
48,845.0
49,388.0
50,873.0
51,196.0
52,612.0
53,756.0
54,551.0
55,350.0
56,124.0
57,230.0
58,555.0
59,847.0
60,280.0
61,220.0
62,1.0
64,511.0
65,422.0
66,312.0
67,128.0
68,785.0
69,384.0
70,240.0
71,1182.0
72,685.0
73,954.0
74,92.0
75,392.0
76,820.0
77,2069.0
78,467.0
79,861.0
80,476.0
81,225.0
82,756.0
83,580.0
84,33.0
85,212.0
86,758.0
87,65.0
88,230.0
89,284.0
90,364.0
91,628.0
92,458.0
93,416.0
94,305.0
95,485.0
96,1701.0
97,824.0
98,1092.0
99,479.0
100,976.0
101,585.0
102,189.0
103,584.0
105,412.0
106,220.0
107,406.0
108,293.0
109,348.0
110,663.0
111,1578.0
112,309.0
113,1184.0
114,537.0
115,1374.0
116,1627.0
117,1221.0
118,496.0
119,337.0
120,839.0
121,367.0
122,0.0
123,504.0
124,278.0
125,932.0
126,289.0
127,801.0
128,766.0
129,490.0
130,402.0
131,401.0
132,89.0
133,206.0
134,685.0
135,561.0
136,387.0
137,255.0
138,104.0
139,475.0
140,619.0
141,215.0
142,322.0
143,472.0
144,721.0
145,541.0
146,422.0
147,805.0
148,793.0
149,184.0
150,523.0
151,1149.0
152,289.0
153,928.0
154,1015.0
155,665.0
156,998.0
157,134.0
158,634.0
159,383.0
160,586.0
161,402.0
162,957.0
163,157.0
164,1749.0
165,771.0
166,177.0
167,56.0
168,328.0
169,723.0
170,408.0
171,169.0
172,1961.0
173,279.0
174,310.0
175,504.0
176,618.0
177,1012.0
178,553.0
179,478.0
180,593.0
181,576.0
182,138.0
183,410.0
184,425.0
