id,y_2022
2,1062.0
3,4632.0
4,293.0
5,138.0
6,429.0
7,232.0
8,961.0
9,308.0
10,1288.0
11,1024.0
12,842.0
13,1847.0
14,2216.0
15,591.0
16,1912.0
17,1467.0
18,1581.0
19,1391.0
20,674.0
21,1080.0
22,629.0
23,198.0
24,688.0
25,954.0
26,1190.0
27,1124.0
28,239.0
29,343.0
30,918.0
31,639.0
32,97.0
33,101.0
34,1055.0
35,805.0
36,993.0
37,720.0
38,725.0
39,1024.0
40,1239.0
41,594.0
42,995.0
43,367.0
44,471.0
45,2458.0
46,701.0
47,339.0
48,636.0
49,712.0
50,696.0
51,892.0
52,638.0
53,761.0
54,697.0
55,288.0
56,438.0
57,478.0
58,487.0
59,1130.0
60,1311.0
61,234.0
62,426.0
64,1362.0
65,756.0
66,953.0
67,511.0
68,910.0
69,539.0
70,269.0
71,1303.0
72,1520.0
73,1317.0
74,345.0
75,635.0
76,1445.0
77,2220.0
78,1032.0
79,449.0
80,1029.0
81,457.0
82,1820.0
83,590.0
84,124.0
85,291.0
86,1115.0
87,456.0
88,365.0
89,279.0
90,508.0
91,700.0
92,1454.0
93,489.0
94,380.0
95,866.0
96,3043.0
97,1591.0
98,1194.0
99,589.0
100,610.0
101,395.0
102,281.0
103,436.0
105,753.0
106,292.0
107,867.0
108,822.0
109,597.0
110,605.0
111,2273.0
112,748.0
113,1386.0
114,425.0
115,1733.0
116,1304.0
117,1313.0
118,327.0
119,254.0
120,656.0
121,1069.0
122,0.0
123,511.0
124,325.0
125,997.0
126,574.0
127,849.0
128,564.0
129,1030.0
130,714.0
131,860.0
132,346.0
133,351.0
134,370.0
135,385.0
136,820.0
137,548.0
138,147.0
139,832.0
140,1256.0
141,294.0
142,1062.0
143,492.0
144,877.0
145,802.0
146,680.0
147,789.0
148,796.0
149,392.0
150,376.0
151,1045.0
152,242.0
153,1377.0
154,869.0
155,1370.0
156,2348.0
157,335.0
158,944.0
159,359.0
160,555.0
161,1078.0
162,723.0
163,538.0
164,1002.0
165,793.0
166,268.0
167,226.0
168,478.0
169,1060.0
170,418.0
171,461.0
172,1133.0
173,350.0
174,876.0
175,784.0
176,1108.0
177,791.0
178,1751.0
179,683.0
180,537.0
181,723.0
182,106.0
183,390.0
184,594.0
185,934.0
186,1008.0
187,443.0
188,591.0
189,695.0
190,451.0
191,710.0
192,1264.0
193,371.0
194,1037.0
195,991.0
196,706.0
197,847.0
198,324.0
199,1196.0
200,376.0
201,923.0
202,424.0
203,659.0
204,431.0
205,365.0
206,514.0
207,1736.0
208,461.0
209,1062.0
210,945.0
211,958.0
212,361.0
213,297.0
215,264.0
216,271.0
217,441.0
218,1114.0
219,795.0
220,477.0
221,735.0
222,565.0
223,737.0
224,1041.0
225,402.0
226,255.0
227,756.0
228,318.0
229,1735.0
230,832.0
231,817.0
232,1720.0
233,1042.0
234,1013.0
235,724.0
236,273.0
237,1415.0
238,671.0
240,717.0
241,394.0
242,680.0
243,325.0
244,833.0
245,484.0
246,1010.0
247,38.0
248,582.0
249,331.0
250,339.0
251,588.0
252,419.0
253,600.0
254,411.0
255,778.0
256,2115.0
257,1217.0
258,2262.0
259,850.0
260,830.0
261,1015.0
262,942.0
263,785.0
264,841.0
265,403.0
266,929.0
267,2399.0
268,838.0
269,1059.0
270,578.0
271,517.0
272,946.0
273,1291.0
274,309.0
275,985.0
276,721.0
277,715.0
278,966.0
279,505.0
280,730.0
281,314.0
282,494.0
283,936.0
284,844.0
285,0.0
286,346.0
287,1175.0
288,688.0
289,1542.0
290,242.0
291,791.0
292,200.0
293,174.0
294,288.0
295,407.0
296,621.0
297,74.0
298,555.0
299,1271.0
300,370.0
301,1284.0
302,943.0
303,619.0
304,271.0
305,355.0
306,131.0
307,1121.0
308,326.0
309,665.0
310,1030.0
311,298.0
312,342.0
313,884.0
314,348.0
315,1139.0
316,943.0
317,84.0
318,505.0
319,1099.0
320,465.0
321,251.0
322,358.0
323,1125.0
324,796.0
325,1212.0
326,153.0
327,502.0
328,599.0
329,556.0
330,1200.0
331,407.0
332,736.0
333,1425.0
334,352.0
335,1109.0
336,1865.0
337,994.0
338,1138.0
339,1077.0
343,731.0
344,589.0
345,388.0
346,729.0
347,343.0
348,1238.0
349,852.0
350,551.0
351,469.0
352,724.0
353,818.0
354,733.0
355,905.0
356,1486.0
357,814.0
358,1321.0
359,648.0
360,2109.0
361,774.0
362,679.0
363,653.0
364,799.0
365,757.0
366,365.0
367,2378.0
368,1216.0
369,193.0
370,524.0
371,1366.0
372,3365.0
373,994.0
374,373.0
375,895.0
376,1541.0
377,2780.0
378,2187.0
379,1307.0
380,1760.0
381,1609.0
382,860.0
383,1488.0
385,1338.0
386,574.0
387,803.0
388,1015.0
389,2854.0
390,730.0
391,827.0
392,3328.0
393,3199.0
394,987.0
395,1096.0
396,964.0
397,1161.0
398,303.0
399,862.0
400,885.0
401,999.0
402,702.0
403,748.0
404,516.0
405,1167.0
406,671.0
407,535.0
408,1487.0
409,921.0
410,499.0
411,261.0
412,260.0
413,1350.0
416,632.0
417,1283.0
418,1046.0
419,960.0
420,1017.0
421,556.0
422,1172.0
423,1182.0
424,453.0
425,491.0
426,848.0
428,621.0
430,1074.0
431,799.0
432,1050.0
433,263.0
434,1649.0
435,282.0
436,417.0
437,1855.0
438,743.0
442,965.0
443,397.0
444,1192.0
445,1153.0
446,534.0
447,1578.0
448,1418.0
449,747.0
450,1092.0
451,1376.0
452,520.0
453,580.0
454,575.0
455,724.0
456,204.0
457,491.0
458,508.0
459,1016.0
460,946.0
462,1059.0
463,645.0
464,1504.0
465,614.0
466,690.0
467,1066.0
468,164.0
469,928.0
470,745.0
471,1153.0
472,370.0
473,779.0
474,785.0
475,548.0
476,5289.0
