id,y_2013,y_2020,y_2021,y_2022,y_2023
353,7811.18,7050.0,9306.17,9679.148469,8150.0
354,1218.74,1311.0,1628.86,1302.376218,1296.0
355,1455.4,1371.0,1919.39,1533.074941,1565.0
356,7138.3,7398.0,11623.2,9144.958698,7434.0
357,4558.63,5009.0,6027.81,5569.342923,6095.0
358,5438.85,6721.0,5845.15,4129.962242,6072.0
359,7669.04,6941.0,7475.14,5994.765258,7142.0
360,8857.53,10904.0,14102.76,13592.20709,12661.0
361,3856.22,3743.0,4226.23,4126.670936,4093.0
362,5465.92,5281.0,6433.6,6600.532839,5965.0
363,5714.3,6543.0,6437.63,6787.90212,6574.0
364,7300.0,6355.0,6575.64,6758.513338,6933.0
365,4321.75,4576.0,5140.72,4163.341562,4050.0
366,2012.16,1723.0,1813.26,2219.096063,1710.0
367,7176.11,8606.0,10137.14,10934.01432,8957.0
368,7859.84,6091.0,7985.42,7013.615378,6552.0
369,2301.15,2595.0,3290.46,3292.085914,2786.0
370,4444.6,4077.0,4923.41,5740.625268,4347.0
371,13888.82,16011.0,20546.75,16421.65133,16703.0
372,20434.68,25374.0,29827.88,28410.71146,29411.0
373,6352.49,9096.0,9331.22,10778.92667,9913.0
374,6031.01,7280.0,8626.7,6351.946577,7667.0
375,7164.66,7327.0,13150.27,8756.743784,7799.0
376,7983.51,9234.0,11604.31,12130.77679,10316.0
377,8571.29,10446.0,12654.45,12527.07234,12411.0
378,13333.59,16474.0,17449.54,18202.86405,14605.0
379,11466.19,13205.0,13750.85,11537.12273,12566.0
380,16640.0,16322.0,14473.15,14849.06498,12128.0
381,6348.71,6777.0,8741.63,7002.277787,7873.0
382,4812.27,4729.0,5937.43,6553.356556,6707.0
383,7721.59,8024.0,10077.11,9280.821054,7793.0
385,10391.4,9154.0,12842.24,10290.65334,11840.0
386,4513.53,5882.0,6987.46,6576.286218,6003.0
387,6578.96,5019.0,7146.85,5672.788384,7183.0
388,4322.08,5093.0,5994.9,5338.361174,5150.0
389,14980.05,16071.0,18526.02,15436.95861,15205.0
390,3084.88,4044.0,3909.01,4281.064301,4998.0
391,6238.63,7450.0,9033.49,9206.847606,8838.0
392,25595.45,25664.0,28992.13,25241.75662,25420.0
393,14735.51,12465.0,15089.73,15621.19098,14032.0
394,4778.52,5328.0,5726.14,6716.804319,6011.0
395,,,,,
396,,,,,
397,,,,,
398,,,,,
399,,,,,
400,368.6,411.0,410.7,482.0904547,419.0
401,,,,,
402,,,,,
403,,,,,
404,,,,,
405,,,,,
406,,,,,
407,,,,,
408,,,,,
409,,,,,
410,,,,,
411,,,,,
412,,,,,
413,,,,,
416,,,,,
417,,,,,
418,,,,,
419,,,,,
420,,,,,
421,,,,,
422,,,,,
423,,,,,
424,,,,,
425,,,,,
426,,,,,
428,,,,,
430,,,,,
431,,,,,
432,,,,,
433,,,,,
434,,,,,
435,,,,,
436,,,,,
437,,,,,
438,,,,,
442,,,,,
443,,,,,
444,,,,,
445,,,,,
446,,,,,
447,,,,,
448,,,,,
449,,,,,
450,,,,,
451,,,,,
452,,,,,
453,,,,,
454,,,,,
455,,,,,
456,,,,,
457,,,,,
458,,,,,
459,,,,,
460,,,,,
462,,,,,
463,,,,,
464,,,,,
465,,,,,
466,,,,,
467,,,,,
468,,,,,
469,,,,,
470,,,,,
471,,,,,
472,,,,,
473,,,,,
474,,,,,
475,,,,,
476,3513.6900000000005,3079.0,4193.889999999999,3061.712565,2826.0
