id,y_2022
2,3.7156708083919514
3,2.5968129927717123
4,7.743091561747183
5,9.446095793101213
6,5.108661337810312
7,7.784452002616896
8,13.178503499650729
9,9.372444984308071
10,3.376393422434491
11,4.625044894640074
12,2.410010007533882
13,2.1731063713720973
14,2.007795425941675
15,12.68757022110662
16,3.24306427578176
17,2.1242214676638604
18,3.6879289081150497
19,3.4003310310741592
20,5.899518410824683
21,1.2207820720998863
22,3.922093668271804
23,9.578640013891023
24,11.484154628219349
25,2.6947630917514447
26,1.2053296565650409
27,2.1591686822810687
28,10.427132395782008
29,6.457293880342878
30,3.165144427957155
31,2.9021874031967183
32,23.62821851823993
33,5.046558024134086
34,1.0479991881252018
35,5.111064877176768
36,4.127009189201629
37,7.127433056422522
38,8.012266599212497
39,3.85053273514668
40,7.852879768438299
41,6.248994378703309
42,4.89404792549646
43,5.302493610207925
44,3.636744358972669
45,2.6205152227892814
46,8.339224522649067
47,6.332772575843008
48,3.1145934437274923
49,4.640069124597273
50,6.054213573733285
51,3.866552198360597
52,2.2480334920231595
53,3.043709861362414
54,6.028076399266549
55,10.969521002493565
56,5.152484309884063
57,4.706789931342125
58,3.2246121498931286
59,1.7887812127085403
60,2.221602075794812
61,6.328729428060388
62,1.8279774199874463
64,3.278536229046337
65,2.711488688343676
66,2.7049493568181484
67,5.435997895790712
68,5.128978626822471
69,4.962782443828187
70,13.568446647154698
71,1.612292577751233
72,5.691710823544962
73,5.6214928690636805
74,8.946654601016425
75,4.400609701163547
76,3.703809869545032
77,2.2252216421431967
78,2.960859162019452
79,2.277943758192981
80,2.6803151668566443
81,4.790213555897646
82,3.3406808960764742
83,2.896885502935289
84,10.537552558436348
85,9.570429605047035
86,1.6978397748724017
87,5.902099405303115
88,14.945604049626326
89,4.745683153617128
90,3.927923031971086
91,2.912642660457047
92,2.8856677135875715
93,4.933512371525885
94,5.7205831153127455
95,3.715843942067596
96,2.186703580268016
97,2.613654652134295
98,3.159289044827084
99,3.498845127806373
100,3.363358508040838
101,4.026130260082104
102,5.89766203390132
