id,y_2022
2,11.01
3,63.52
4,4.7
5,2.33
6,7.47
7,3.56
8,12.02
9,2.79
10,14.69
11,10.24
12,10.79
13,18.78
14,16.36
15,7.99
16,21.64
17,11.45
18,14.36
19,17.38
20,13.29
21,13.02
22,11.59
23,6.12
24,4.21
25,11.62
26,14.79
27,10.61
28,5.3
29,4.63
30,11.32
31,8.18
32,1.81
33,5.93
34,10.68
35,10.81
36,11.72
37,8.46
38,9.53
39,9.18
40,13.19
41,6.07
42,12.02
43,4.35
44,5.45
45,23.44
46,9.26
47,8.72
48,7.44
49,7.97
50,9.19
51,9.68
52,7.33
53,10.83
54,6.3
55,6.08
56,3.71
57,6.14
58,5.03
59,12.29
60,17.92
61,4.29
62,0.0
64,22.41
65,11.52
66,12.49
67,6.99
68,12.04
69,7.16
70,4.59
71,14.51
72,16.71
73,12.1
74,6.14
75,9.39
76,9.77
77,20.49
78,9.81
79,7.03
80,15.93
81,5.31
82,12.48
83,6.85
84,2.02
85,6.49
86,11.68
87,5.02
88,4.8
89,4.61
90,7.51
91,8.53
92,14.4
93,5.42
94,3.55
95,11.84
96,27.79
97,15.08
98,14.07
99,7.02
100,6.96
101,5.95
102,3.07
103,7.23
105,9.74
106,4.41
107,9.3
108,5.64
109,8.47
110,10.36
111,20.09
112,7.61
113,17.35
114,4.5
115,17.33
116,17.41
117,16.04
118,4.58
119,5.01
120,8.37
121,11.11
122,0.0
123,9.83
124,5.98
125,11.91
126,6.25
127,10.48
128,8.29
129,9.62
130,9.25
131,7.92
132,3.05
133,4.83
134,4.56
135,5.37
136,6.4
137,6.1
138,3.12
139,7.2
140,9.6
141,4.4
142,11.09
143,5.4
144,11.36
145,6.43
146,6.37
147,9.41
148,8.75
149,4.47
150,5.73
151,12.54
152,2.57
153,14.32
154,11.93
155,17.32
156,16.23
157,4.5
158,11.36
159,4.32
160,9.72
161,9.59
162,7.49
163,7.26
164,16.06
165,9.82
166,4.46
167,2.8
168,7.51
169,10.21
170,4.83
171,5.11
172,18.11
173,3.45
174,5.37
175,7.95
176,11.2
177,10.99
178,21.48
179,6.62
180,5.31
181,11.35
182,2.71
183,4.02
184,6.85
185,11.06
186,8.58
187,3.08
188,6.43
189,7.53
190,3.49
191,10.23
192,12.23
193,5.55
194,10.3
195,17.46
196,6.91
197,8.64
198,6.59
199,12.22
200,5.88
201,8.75
202,5.03
203,5.86
204,6.98
205,3.5
206,6.49
207,21.37
208,5.49
209,14.56
210,11.95
211,11.0
212,4.39
213,6.07
215,3.55
216,3.35
217,4.09
218,14.0
219,9.43
220,6.71
221,11.36
222,6.37
223,7.3
224,11.74
225,3.82
226,3.35
227,7.89
228,4.99
229,16.4
230,9.45
231,9.33
232,15.36
233,12.6
234,16.23
235,8.18
236,8.41
237,13.43
238,8.89
240,8.35
241,5.09
242,5.07
243,2.55
244,7.6
245,4.76
246,13.56
247,3.82
248,7.54
249,5.18
250,4.67
251,6.35
252,4.37
253,8.4
254,7.05
255,12.89
256,28.1
257,15.5
258,15.05
259,12.07
260,13.07
261,8.28
262,11.45
263,9.13
264,7.63
265,5.53
266,10.93
267,20.29
268,7.54
269,11.42
270,5.75
271,4.1
272,9.2
273,9.72
274,4.12
275,11.44
276,6.42
277,7.33
278,7.87
279,5.76
280,6.3
281,5.67
282,7.08
283,11.17
284,12.01
285,0.0
286,2.79
287,10.69
288,8.39
289,16.89
290,3.23
291,10.63
292,4.78
293,3.86
294,4.18
295,4.85
296,7.96
297,0.97
298,5.48
299,11.65
300,5.22
301,10.14
302,10.5
303,8.55
304,3.17
305,4.16
306,4.58
307,12.74
308,4.03
309,6.67
310,9.07
311,5.63
312,5.98
313,6.22
314,7.67
315,11.01
316,12.98
317,1.56
318,6.82
319,10.04
320,3.78
321,4.17
322,3.28
323,10.37
324,5.34
325,11.76
326,4.32
327,6.19
328,6.35
329,6.27
330,7.79
331,9.9
332,7.53
333,9.56
334,4.56
335,13.1
336,22.72
337,8.04
338,12.28
339,13.55
343,9.47
344,7.28
345,5.85
346,10.5
347,3.86
348,11.06
349,8.09
350,6.33
351,5.81
352,7.66
353,10.02
354,9.49
355,11.87
356,17.73
357,12.23
358,21.19
359,9.55
360,17.44
361,10.19
362,11.52
363,12.41
364,11.4
365,6.47
366,4.35
367,32.21
368,10.74
369,3.97
370,12.49
371,27.65
372,42.19
373,11.97
374,10.39
375,10.72
376,13.9
377,20.85
378,26.55
379,12.55
380,19.8
381,21.87
382,8.63
383,15.25
385,17.57
386,8.67
387,10.26
388,14.55
389,32.73
390,8.57
391,8.87
392,36.21
393,30.78
394,13.66
395,11.21
396,10.06
397,11.26
398,4.27
399,9.79
400,9.36
401,6.23
402,5.75
403,8.82
404,7.43
405,13.82
406,9.11
407,6.6
408,12.11
409,11.08
410,8.72
411,4.35
412,2.46
413,11.19
416,7.57
417,10.31
418,12.01
419,11.61
420,11.27
421,6.41
422,12.42
423,10.36
424,5.99
425,6.14
426,8.99
428,8.02
430,16.84
431,8.14
432,8.85
433,2.61
434,13.44
435,2.09
436,4.68
437,22.22
438,17.16
442,7.9
443,4.27
444,9.58
445,9.44
446,4.45
447,13.96
448,15.93
449,10.81
450,13.61
451,16.9
452,4.7
453,9.48
454,5.17
455,7.91
456,7.12
457,3.12
458,4.25
459,8.24
460,9.8
462,11.89
463,7.46
464,17.05
465,5.35
466,8.77
467,10.01
468,0.4
469,7.97
470,8.94
471,13.18
472,5.65
473,10.71
474,8.32
475,7.21
476,92.0
