id,y_2010,y_2013,y_2014,y_2016,y_2018,y_2019,y_2020,y_2022,y_2023
107,109,109,111,110.5,109.17,108,108,105,105
108,454.83,455.83,472,470.75,466.25,466,499,495,488
109,445.25,485.17,514,525.5833333,524.08,528,542,543,539
110,333.33,340.75,357,361.25,361.08,372,417,424,437
111,563.5,706.08,831,852.0833333,1189.92,1271,1269,1252,1204
112,315.92,347.83,414,474.9166667,475.08,472,473,447,440
113,1198.58,1292.83,1423,1474.916667,1513.75,1600,1685,1617,1586
114,163.92,166.42,215,166.8333333,178.25,163,158,141,149
115,953.25,1335.5,1410,1430.166667,1407.08,1406,1404,1383,1355
116,472.42,587.42,728,778,906,1121,1231,1259,1408
117,946,1042.92,1158,1201.666667,1363.33,1378,1400,1366,1339
118,406.67,423.08,440,445.25,437,439,440,430,428
119,405.33,414.75,431,433.4166667,473.25,594,638,609,592
120,231.08,241.83,280,254.8333333,282.25,280,285,272,250
121,541.25,569,594,544.1666667,577.92,586,584,540,515
122,,,,,,,,,
123,773.75,768,808,784.5833333,780.75,784,781,719,694
124,506.92,520.33,558,531.8333333,531.42,524,530,471,438
125,756.58,794.42,863,884.75,889.67,936,975,1004,1092
126,,63.67,187,236.5833333,304.25,344,350,325,316
127,272.83,282.33,289,292.0833333,291.17,287,285,271,258
128,477.83,485.75,530,495.75,500.92,503,506,473,445
129,713,713.08,714,723.1666667,712,713,712,691,672
130,65.08,80.92,94,115.5,234.33,317,355,355,361
131,626.42,694.58,741,748.5,739.33,768,767,735,701
132,240.67,261.08,279,269.4166667,262.83,272,271,236,235
133,233.25,235.17,243,242.75,237.75,237,236,229,219
134,172.42,173.92,186,183.3333333,208.33,210,210,203,185
135,,,,,,,,,
136,681.08,722,771,798.8333333,791.67,808,830,796,840
137,481.42,501.25,540,528.1666667,525.58,522,525,484,482
138,222.17,218.5,239,230.6666667,232.5,247,257,234,226
139,426.5,440.17,471,460.3333333,466,467,465,442,433
140,888.08,896.92,948,926.3333333,917.67,920,995,941,946
141,247.75,244,284,245.5,251.33,248,250,222,222
142,226.92,230.17,262,248.9166667,268.75,269,268,243,228
143,342.83,346.92,354,355.25,356.33,358,359,350,341
144,129.17,142.42,178,185,182.75,185,185,170,203
145,355.17,356.08,372,368.25,368.33,376,374,346,341
146,545.17,572.08,597,625.4166667,618.58,613,614,585,575
147,372.58,401.08,450,465.4166667,466.92,467,467,435,439
148,561.83,584.33,586,614.0833333,642.25,647,645,634,623
149,103.92,142.5,150,151.75,151.92,159,161,156,157
150,492.92,494.83,516,519.75,521.25,575,576,563,598
151,880,899.75,909,947.25,926.17,923,923,903,882
152,258.08,255.17,266,245.4166667,278.58,292,301,291,288
153,1188.25,1204.08,1221,1143.5,1214.33,1210,1265,1257,1269
154,712.33,722.42,737,685.0833333,731.67,731,731,706,688
155,722.25,781.17,882,929.4166667,917.83,910,915,880,899
156,959.17,1061.92,1180,1214.833333,1204,1316,1385,1338,1344
157,287.33,187.33,221,183.9166667,189.58,186,185,166,153
158,1105.33,1176.67,1252,1266.5,1252.67,1222,1232,1192,1152
159,225.5,251.08,305,260.3333333,281.17,301,305,270,267
160,805.67,819,861,869.6666667,847.58,870,876,833,793
161,78.75,81.67,95,102.0833333,125,129,128,125,121
162,652.17,660.58,695,683.6666667,682.67,684,683,682,659
163,186.42,194.58,248,239,245.17,256,255,223,221
164,421.5,416.08,476,473.8333333,456.25,466,469,426,412
165,238.08,241,255,249.25,247.5,248,248,236,231
166,99.33,99.42,102,104.3333333,99.83,116,152,144,136
167,87.42,90,94,96.41666667,95.33,95,96,88,83
168,427.08,431.92,449,445.8333333,438,442,442,419,400
169,422.75,422.92,426,433.4166667,424.25,425,425,411,403
170,437.67,439.17,443,453.9166667,453.5,454,453,446,438
171,133.08,133.58,135,136.75,134.33,134,134,131,129
172,606.58,650.33,657,676.3333333,693.5,836,866,842,813
173,327.5,351.08,412,398.1666667,403.42,404,400,374,367
174,442.08,454.33,497,423.8333333,460.92,458,456,470,467
175,673.42,683.83,691,685.75,676.5,670,672,658,664
176,968.33,967.25,976,986.3333333,973.08,976,976,956,919
177,554.5,558.42,568,582.4166667,573.08,574,577,557,549
178,147.5,147.25,167,156.5,305.83,355,355,362,453
179,620.5,620.33,634,622.6666667,628,629,631,608,579
180,419.08,456.17,502,500,497.25,500,504,474,465
181,690.67,702.83,708,718.0833333,709.25,704,703,691,674
182,189.17,209.08,217,215.9166667,214.08,197,197,202,195
183,152.08,154,167,160.5,160.5,160,162,149,144
184,650,657.08,674,680.5,666.67,664,662,610,610
185,,,,,,,,,
186,762.83,760.58,804,812.3333333,799.25,801,799,749,727
187,305.17,308.75,309,314.9166667,308.08,309,309,300,292
188,272.5,296.42,306,344.5833333,398.08,409,441,410,392
189,52.5,53,53,53.41666667,53,53,53,53,50
190,305.67,315.33,359,341.4166667,344,338,344,336,327
191,761.67,766.33,782,797.5,774,779,788,747,722
192,359.08,466.42,611,737.25,775.75,771,809,788,849
193,312.33,393.75,340,341.4166667,332.42,331,332,335,335
194,685.58,706.58,736,784.6666667,830.17,845,852,840,833
195,523.75,548.83,562,520.4166667,552.67,521,527,533,520
196,405.5,419.08,465,465.1666667,506.17,516,517,496,468
197,346.67,355.58,365,372.5,370,372,372,354,339
198,322.83,346.83,359,362,357.17,350,351,346,335
199,225.92,257.33,297,302.4166667,293.92,294,295,283,281
200,,,,,,,,,
201,567.75,572.75,584,597.0833333,618.42,619,622,610,587
202,419.75,428.08,446,442.75,437.08,439,441,416,398
203,420.25,453.92,507,555.25,651.92,644,645,623,606
204,595.83,592.75,614,660.3333333,650.75,652,651,617,604
205,292.17,309.5,310,320.1666667,332.42,345,357,356,386
206,287.58,287.42,288,291.75,287.58,288,288,283,282
207,,,,,,,,,
208,641.25,656.5,708,706.75,706,676,675,659,645
209,946.42,1010.67,1158,1229.75,1203.08,1204,1202,1145,1090
210,,,,12.33333333,18,17,17,13,12
211,788.58,790.83,844,850.5833333,837.42,841,845,789,786
212,219.33,215.25,227,220.75,219.75,221,220,201,206
213,409.17,408.75,415,411.1666667,412.33,417,415,389,372
215,307.83,312,319,326.5833333,322.25,322,327,314,306
216,180.17,181.17,191,205.3333333,201.67,196,197,197,186
217,484.75,487.42,495,495.4166667,485.92,495,496,470,458
218,660.17,666.67,676,683.9166667,672.33,675,675,639,642
219,142.33,187.58,198,195.25,202.83,211,209,190,185
220,589,586.92,613,612.25,613.92,623,619,575,560
221,364.33,366.92,382,384.5833333,379.08,386,388,367,367
222,448,457.67,470,477,476,473,476,464,474
223,598.58,592.08,635,598.5833333,599.33,596,592,547,529
224,429.33,431.67,434,437.8333333,431.75,432,433,426,416
225,,,,,,,,,
226,192.33,195.17,199,205.4166667,197.25,194,194,184,182
227,,696.92,732,737.5833333,729.5,732,735,691,670
228,,,,,77.75,211,448,553,793
229,336.42,702.42,900,1000.916667,1117.75,1182,1313,1364,1314
230,192,202.42,221,197.5833333,211.75,214,215,199,191
231,621,622.25,639,596,630.58,634,701,654,636
232,878,896.25,944,913.5833333,970.08,974,975,1063,1029
233,496.17,496.25,501,504.5,532,544,544,531,515
234,792.42,833.25,861,848.75,849.42,878,903,882,916
235,697.92,715.25,729,732.25,745.42,738,742,706,688
236,199,199.08,200,202.25,200.92,200,199,188,183
237,706.92,782.92,884,944,999.58,1001,1024,990,975
238,699.17,699.42,825,821.9166667,822.75,828,829,781,759
240,529,530.08,547,559.8333333,548.75,567,578,501,482
241,613.17,613.58,620,633.5,625.67,624,623,613,600
242,477.92,484.08,507,519,499.92,504,505,483,533
243,12.75,13,15,12.5,109.33,358,547,698,771
244,628.92,632.5,653,661.1666667,649.33,653,655,619,593
245,206.5,208.25,214,214.75,210.67,208,208,197,187
246,145.17,145.67,149,148.4166667,146.08,147,147,141,133
247,,,,,,11,11,11,12
248,,,,,,,,,
249,51.08,51.58,54,53.58333333,51.25,52,51,47,45
250,300.5,297.42,307,291.1666667,304.67,307,306,153,159
251,563.5,635.92,664,642.1666667,689.5,691,689,672,649
252,327.75,329,335,338.0833333,333.33,342,343,342,327
253,534.17,535.92,537,548.1666667,536.25,537,537,523,512
254,32,31.92,38,33.91666667,33.5,34,66,75,142
255,578.33,577.67,582,588.9166667,579.17,584,595,590,570
256,405.33,470.83,655,823.6666667,1361.33,1738,2077,2196,2610
257,834.75,972.58,990,1010.583333,1087.5,1130,1132,1076,1015
258,902.33,917.5,1019,1072.25,1071.17,1079,1084,1013,977
259,547,560.67,581,592.75,574.08,586,586,565,545
260,905.33,932.67,984,967.5,986.17,1032,1032,969,945
261,838,842.17,856,863.6666667,850,859,860,805,784
262,1005.25,1015.08,1013,1033.5,1020.75,1011,1012,1005,973
263,713.75,721.17,731,746.3333333,741.83,743,744,723,713
264,289.17,334.33,367,382.5833333,377.25,378,378,371,364
265,534.33,533.17,548,529.75,544.75,543,544,523,506
266,890.83,901.5,945,1042.083333,1026.42,1043,1042,970,965
267,1410.83,1545.5,1600,1560.666667,1796,1817,1815,1740,1780
268,575.17,584.33,608,603.25,603.92,605,610,579,539
269,623.08,636.67,651,663,677.75,684,683,664,642
270,,,,,,,,,
271,420.25,416.08,445,432.9166667,432.33,433,431,403,387
272,,,,,,,,,
273,589,609.5,639,659.75,745.17,757,757,713,683
274,,,,,,,,,
275,427.67,432,440,447.4166667,438.67,429,430,424,422
276,642.83,647.17,662,676.5833333,656.08,645,644,635,615
277,499.5,603.42,743,743.25,904.25,1019,1092,1076,1207
278,123.67,141.83,146,148.1666667,146.83,165,170,166,159
279,,85.17,,,,,,,
280,337.75,357.67,389,380,390.5,396,406,390,385
281,,,,,,55,89,84,82
282,426.5,451.08,487,513.75,502.08,504,514,487,467
283,757,779.83,823,823.8333333,813.33,809,815,785,761
284,242.42,245.83,254,287.75,374.08,449,519,533,594
285,,,,,,,,,
286,42.67,38.58,46,39.5,39.5,38,38,33,31
287,37.75,60.42,48,43.5,43.83,37,40,43,38
288,595,599.08,623,622.5,620.75,622,623,606,582
289,1192.42,1238.42,1280,1217.666667,1468.58,1614,1698,1795,1920
290,203.92,207.5,227,203,198.58,196,197,167,160
291,150.25,149.25,157,156.8333333,154.83,156,156,146,141
292,209.75,211.25,242,209.75,216.92,216,220,196,189
293,249.92,250.33,311,277.25,282.83,294,303,255,242
294,155.83,155.42,191,164.5,165.5,175,174,152,145
295,232.42,238.5,253,248.75,242.58,245,246,229,208
296,259.17,449.25,561,647.5833333,768.67,813,820,778,780
297,150,151,151,155.25,153,151,151,150,150
298,,,,,,,,,
299,672.67,702.75,744,824.8333333,846.08,852,846,807,774
300,12.08,11.83,19,,,12,,6,6
301,686.83,728.17,793,824.9166667,810.08,816,813,762,720
302,701.33,703.58,704,713.5833333,703.33,704,704,690,674
303,146.92,146.75,147,170.1666667,146.92,147,147,143,141
304,,,,,,,,7,7
305,169.08,206.25,218,212.3333333,220.42,282,301,308,304
306,24.58,24.25,32,26.91666667,26.5,27,30,26,29
307,707.08,756.58,778,728.1666667,776.17,733,736,756,722
308,398.33,486.83,493,503.6666667,492.17,493,493,477,474
309,492.17,510.33,521,529.9166667,538.83,561,561,551,535
310,649,655.25,682,688.5,680.42,668,669,664,644
311,492.42,503.25,572,515.75,529.67,524,524,446,419
312,241.75,244.42,257,263.0833333,257.83,259,260,233,234
313,437.17,430.92,446,411.9166667,442.67,443,441,424,409
314,420.25,422.58,438,416.1666667,418.58,421,421,391,363
315,263.75,263.08,279,265.25,276.92,279,281,258,236
316,499.58,497,511,508.8333333,507.58,507,506,482,464
317,189.58,188.92,208,197.5,200.25,200,198,176,162
318,619.58,631.08,636,657,654.17,640,640,622,620
319,935.75,936.67,958,881.25,941.42,944,944,910,880
320,415.42,415.75,429,433.75,426,447,447,398,389
321,375,391,424,391.4166667,405.33,404,416,377,366
322,388,397.42,413,415.3333333,413.17,407,403,393,378
323,688.67,688.42,715,707.4166667,710.67,718,714,669,654
324,448.08,498.17,506,510.75,502,509,586,565,600
325,613.17,658.33,682,683.8333333,682.25,653,655,656,638
326,232.67,226.5,253,235.75,233.92,235,236,207,182
327,315.75,315.17,333,322.9166667,324.08,320,323,304,300
328,309.25,313.08,325,328.9166667,323.5,329,328,306,329
329,560.75,562.5,584,594.25,582.08,579,579,544,541
330,677,671.25,751,748.6666667,736.25,732,734,701,685
331,144.42,144.92,152,189.6666667,185.83,187,188,179,172
332,491,567.67,638,639.9166667,634.92,636,636,605,581
333,953.58,975,1052,1083.333333,1095.75,1101,1103,1037,1022
334,,,,,,,,,
335,873.67,935.83,1001,989.75,1010,1009,1075,1046,1070
336,871.42,984.33,1038,1050.5,1023.83,1030,1071,1033,1130
337,489.33,488.92,524,546.6666667,549.5,556,566,539,519
338,338.25,285.25,414,261.25,225.67,179,160,106,50
339,23.17,25.58,38,38.33333333,73.5,77,77,69,68
343,547.83,558.33,608,581.3333333,584,600,610,568,542
344,300.75,313.08,359,332.5833333,334.08,333,334,307,283
345,326.42,332.33,344,344.25,337.75,346,348,307,309
346,634.33,638.42,682,663.9166667,666.42,674,676,615,589
347,186.5,171.33,217,188.5,209.33,248,262,207,203
348,1164.33,1161.08,1207,1219.5,1207.67,1218,1288,1221,1193
349,264.58,266.33,270,266.8333333,269,266,271,258,250
350,296,300.08,303,303.8333333,299.42,300,300,290,279
351,291.5,301.25,313,320.8333333,318.67,318,318,307,313
352,175.92,175.33,176,177.5833333,174.92,176,176,169,170
353,894.17,924.08,940,943.1666667,959.67,976,992,961,945
354,101.58,100.58,103,104.1666667,102.5,95,94,98,92
355,211.17,211.58,213,216.0833333,211.08,212,212,202,191
356,905.17,914,935,957.75,996.67,1013,1013,991,967
357,626.33,695.75,640,651.8333333,635.25,645,659,611,599
358,627.17,629.58,633,640,630.33,631,628,591,566
359,693.83,710.83,724,731.5,735.67,733,730,709,679
360,,1263.08,1341,1377.833333,1477.75,1565,1709,1734,1796
361,335.67,333.75,418,514.0833333,595.25,616,651,584,547
362,750.92,745.08,793,768.75,766.67,767,772,697,661
363,770,774.58,923,802.0833333,849.5,851,857,725,654
364,793.75,805.5,806,810.75,808.92,825,825,769,728
365,492.5,506.92,618,632.25,592,591,594,550,497
366,184.42,209.17,224,220.0833333,214.17,195,195,183,176
367,953.83,928.08,980,952,955.92,949,952,880,874
368,893.92,900.83,918,922.0833333,908.33,910,905,846,836
369,392.42,349.75,408,347.25,360.5,356,355,303,286
370,420.33,462,541,477.3333333,521.42,516,517,458,435
371,1669.83,1700.17,1836,1749.666667,1760.75,1739,1750,1636,1561
372,3656.5,3836.08,3885,3644,3866.58,3789,3797,3776,3646
373,856.58,866.5,889,904,897.17,902,898,850,828
374,890.92,913.83,1059,961,992.33,998,1002,856,795
375,826.75,841.5,848,845,837,844,842,812,792
376,1310.58,1340.75,1404,1416.25,1384.67,1394,1401,1319,1272
377,1484.17,1558.33,1651,1692.166667,1659.75,1669,1670,1591,1556
378,1792.67,1830.5,1902,1885.833333,1872.67,1875,1890,1781,1630
379,1290.58,1299.83,1309,1327.333333,1314.17,1311,1313,1302,1268
380,1605.5,1648,1674,1698.833333,1688.83,1696,1706,1683,1659
381,848.25,848,881,960.6666667,846.25,875,881,788,761
382,663.17,693.83,878,728.9166667,774.25,778,785,721,724
383,1067,1066.67,1092,1127.666667,1080.5,1100,1124,1017,1004
385,1249.75,1257.08,1423,1278.666667,1339.25,1323,1336,1191,1165
386,603.25,624.33,706,657.3333333,674.17,696,752,671,681
387,754.5,755.83,823,781.3333333,786.08,789,795,716,685
388,621.42,634.5,725,627.9166667,623.83,619,618,539,539
389,1784.33,1825.33,1887,1873.916667,1851.92,1823,1827,1742,1634
390,458.83,458.83,484,487.75,501.08,516,511,460,449
391,954.83,951.42,958,969.6666667,953.75,956,954,914,896
392,2347.17,2377.08,2449,2427.5,2403.67,2363,2360,2263,2219
393,1774.67,1773.58,1843,1879.5,1809.08,1781,1773,1639,1571
394,496.83,512.67,539,527.9166667,532,519,528,497,485
395,341.58,359.75,369,368.3333333,367.25,355,355,352,342
396,,,19,51.83333333,100.5,122,137,141,172
397,163.92,165.17,167,172.9166667,165.92,168,168,160,143
398,67.83,110.08,138,144.75,146,144,145,139,135
399,429.08,446.75,481,523.5833333,515.08,514,514,502,479
400,835.17,840.25,845,859.1666667,850.58,849,849,830,814
401,624.08,625.58,642,645.5,640.58,639,646,622,613
402,382.5,387.83,408,399.8333333,415.58,415,418,447,500
403,262.58,318.25,365,470.25,513.67,624,665,646,653
404,550.42,563.83,611,605.5833333,582.25,564,564,546,521
405,1104.67,1132.92,1149,1178.833333,1144.67,1154,1165,1128,1090
406,598.25,664.42,756,802.25,808.25,801,799,784,817
407,505.42,526.75,564,573,580.17,591,595,588,636
408,912.08,983.67,1006,1039.833333,1064.75,1070,1077,1067,1044
409,808.5,857.08,894,914.8333333,924.42,915,923,904,897
410,161.17,162.67,174,175.6666667,174.42,172,173,159,147
411,548.92,591.58,600,626.4166667,619.42,627,625,586,577
412,131.58,132.75,134,128.5,145.42,153,164,155,303
413,1112.33,1123.08,1136,1060.5,1133.42,1126,1125,1100,1081
416,181.25,179.58,184,189.4166667,183.5,183,183,175,165
417,359.83,416.75,419,405.75,469.17,482,492,475,490
418,838.25,838.92,841,855.6666667,842.92,840,841,822,809
419,924.08,951.92,957,973.8333333,998.83,1023,1023,989,982
420,808.92,852.58,873,886.9166667,881.83,888,886,846,818
421,425.58,515.83,608,658.0833333,697.67,689,689,673,659
422,357,362.42,375,380.5833333,465.5,505,505,476,457
423,218.33,245,328,427.6666667,545.83,599,693,690,775
424,386.08,390,419,414.6666667,420.67,424,421,384,393
425,23.58,43.25,45,211.5833333,231.42,237,240,231,232
426,537.33,535.5,547,548.0833333,544.42,544,544,526,517
428,351,434.67,436,455.0833333,478,485,489,477,473
430,69.17,181.25,178,191.8333333,316.25,350,350,340,324
431,593.58,592.42,628,661.9166667,646.58,650,674,661,664
432,792.08,807,832,839.3333333,831.67,830,830,809,796
433,314.17,315.17,319,322,317.25,317,317,315,303
434,819.42,964.25,1080,1032.75,1224.08,1290,1367,1354,1497
435,193.25,212.08,223,225.0833333,223.58,222,223,212,211
436,548.67,597,617,600.4166667,589.33,590,589,564,551
437,775.5,1009.67,1239,1311.25,1666.08,1815,2025,2057,2052
438,276.33,556.75,800,984.5,1189,1251,1292,1263,1271
442,561.33,574.25,614,648.25,643.58,638,636,611,594
443,,,,,,,,,
444,201.17,203.75,206,210.75,206.58,202,202,193,186
445,1008.83,1010.75,1014,1030.083333,1011.42,1014,1014,979,951
446,439,449.67,500,514.6666667,507.17,509,510,501,527
447,815.08,872.83,968,1062.416667,1317.92,1370,1437,1394,1338
448,498.75,656.08,655,652.75,644,638,639,611,597
449,664.83,676.25,706,718.8333333,788.5,792,795,757,741
450,936,1023,1089,1117.583333,1121.33,1137,1154,1124,1124
451,987.42,1145.25,1305,1379.75,1464.33,1625,1778,1829,1836
452,474.17,586.67,599,562.1666667,602.83,689,870,926,964
453,389.83,396.42,427,414.25,397.75,434,461,444,453
454,142.42,142.08,152,152.5833333,164.17,162,164,152,151
455,231.83,237.58,249,389.5833333,399.42,399,400,391,418
456,61.92,70.58,97,90,114.33,134,155,161,157
457,351.25,355.17,360,363.5,358,355,356,346,339
458,372.75,371.83,375,382.1666667,377.25,380,381,361,356
459,689.5,835.58,850,851.5833333,842.67,847,867,851,867
460,925.42,986.42,1015,1020.833333,1024,1029,1032,986,967
462,510.5,600.92,712,684.5833333,822.33,895,995,1058,1304
463,403.92,462.67,467,434.6666667,463.08,449,449,435,427
464,1152.5,1240.08,1252,1163.833333,1245.58,1247,1250,1224,1195
465,252.75,253.42,255,258.4166667,255.33,256,256,253,238
466,669.25,699.33,741,762.6666667,757.83,767,801,780,821
467,647.08,691.83,696,702.5833333,690.5,685,685,675,662
468,52.92,52.83,53,54,52.08,53,54,47,49
469,450,501.33,511,517,509.42,447,455,502,491
470,404.58,421.92,436,444.1666667,456.83,441,440,447,433
471,640,662.83,683,691.9166667,673.58,674,683,621,589
472,384.58,393.83,405,412.5,422.17,427,430,417,405
473,534.08,560.92,601,630.9166667,654.08,613,617,618,597
474,440.92,450.92,459,461.1666667,460.17,462,463,436,444
475,512.58,579.58,604,619.25,623.75,715,822,770,764
476,292.66,295.5,309,305.75,307.08,309,309,286,274
