id,y_2013,y_2014,y_2015,y_2016,y_2017,y_2018,y_2019,y_2020,y_2021,y_2022,y_2023
338,0.15,0.07,0.12,0.12,,,,,,,
339,,,,,,,,,,,
343,,,,0.05,,,,0.08,,,
344,0.09,0.06,0.06,0.05,,,,0.09,,,0.09
345,0.07,0.07,0.1,0.07,,0.14,0.18,,0.06,,0.17
346,0.33,0.33,0.27,0.38,0.29,0.23,0.24,0.21,0.21,0.19,0.22
347,0.06,0.07,,0.07,,,,,,0.05,0.05
348,0.32,0.22,0.35,0.29,0.18,0.16,0.23,0.16,0.29,0.22,0.18
349,0.2,0.19,0.21,0.14,0.22,,,0.11,0.05,0.27,0.16
350,0.11,0.16,0.15,0.15,,0.14,0.11,0.23,0.18,0.15,0.15
351,0.13,0.17,0.08,0.15,0.1,0.14,0.13,0.1,0.08,0.12,0.14
352,0.36,0.26,0.3,0.27,0.27,0.32,0.52,0.4,0.43,0.33,0.24
353,0.25,0.19,0.27,0.3,0.31,0.34,0.23,0.28,0.32,0.31,0.39
354,0.07,0.09,0.08,0.07,,,,0.09,0.14,0.1,0.09
355,,0.1,,0.11,,,0.12,0.17,0.17,0.25,0.32
356,0.57,0.61,0.59,0.42,0.61,0.7,0.81,0.54,0.7,0.73,0.71
357,0.11,0.17,0.21,0.07,0.16,0.18,0.14,0.16,0.13,0.12,0.13
358,0.29,0.25,0.28,0.21,0.26,0.27,0.25,0.44,0.4,0.26,0.32
359,0.1,0.08,0.13,0.24,,0.29,0.14,0.12,0.08,0.09,0.15
360,0.61,0.64,0.66,0.63,0.48,0.42,0.41,0.65,0.48,0.51,0.67
361,0.12,0.13,0.13,0.05,0.12,,,0.12,0.07,0.1,0.12
362,0.32,0.36,0.43,0.38,0.4,0.25,0.23,0.31,0.26,0.27,0.26
363,0.33,0.28,0.29,0.26,0.23,0.24,0.2,0.24,0.27,0.15,0.2
364,0.11,0.12,0.17,0.14,0.18,0.14,0.18,0.15,0.16,0.17,0.15
365,0.1,0.07,0.12,0.07,,,,0.06,0.05,,0.08
366,0.08,0.06,0.08,0.05,,,,0.05,,,0.05
367,0.13,0.14,0.11,0.27,0.13,0.11,0.2,0.25,0.23,0.25,0.21
368,0.38,0.36,0.37,0.35,0.31,0.18,0.28,0.42,0.3,0.32,0.48
369,0.24,0.16,0.11,0.13,0.2,,0.11,0.09,0.08,0.06,
370,0.49,0.49,0.36,0.34,0.39,0.22,0.16,0.34,0.4,0.39,0.4
371,0.74,0.77,0.81,0.7,0.69,0.53,0.54,0.76,1.01,0.78,0.91
372,1.05,0.98,1.26,1.12,1.15,1.23,1.24,1.22,1.55,1.22,1.35
373,0.07,0.1,0.05,0.11,,,0.16,0.12,0.11,0.07,0.14
374,0.22,0.29,0.32,0.21,0.17,0.18,0.11,0.18,0.33,0.2,0.2
375,0.17,0.15,0.11,0.21,0.11,0.21,0.27,0.15,0.13,0.12,0.14
376,0.45,0.34,0.37,0.39,0.35,0.27,0.34,0.3,0.29,0.25,0.22
377,0.5,0.56,0.48,0.52,0.59,0.53,0.5,0.46,0.66,0.65,0.44
378,0.12,0.08,0.09,0.1,0.13,0.15,0.11,0.13,0.16,0.22,0.17
379,0.69,0.61,0.56,0.63,0.74,0.53,0.58,0.72,0.69,0.62,0.57
380,0.76,0.85,0.59,0.75,0.79,0.77,0.78,0.85,0.8,0.64,0.79
381,0.18,0.1,0.14,0.14,0.12,0.11,,0.22,0.15,0.05,0.14
382,0.18,0.18,0.16,0.17,0.14,0.12,0.14,0.1,0.09,0.16,0.08
383,0.33,0.28,0.53,0.44,0.35,0.26,0.24,0.39,0.33,0.35,0.4
385,0.69,0.5,0.64,0.49,0.59,0.47,0.36,0.7,0.56,0.49,0.53
386,0.18,0.13,0.09,0.09,,,,0.06,0.07,0.06,0.06
387,0.41,0.44,0.31,0.59,0.45,0.34,0.37,0.23,0.37,0.27,0.39
388,0.12,0.1,0.07,0.1,0.13,,,,0.1,0.07,
389,0.87,0.69,0.75,0.75,0.86,0.61,0.6,0.57,0.59,0.68,0.63
390,0.13,0.06,0.11,0.06,,,,0.11,,0.06,0.07
391,0.11,0.17,0.1,0.17,0.15,0.14,0.19,0.08,0.15,0.12,0.11
392,0.47,0.54,0.41,0.52,0.48,0.54,0.65,0.65,0.71,0.69,0.6
393,0.19,0.2,0.21,0.19,0.18,0.17,0.14,0.11,0.27,0.21,0.2
394,0.19,0.18,0.18,0.19,0.14,0.17,0.25,0.14,0.24,0.23,0.24
395,0.22,0.07,0.17,0.19,0.18,0.15,0.14,0.13,0.15,0.17,0.21
396,0.2,0.29,0.24,0.26,0.27,0.27,0.32,0.3,0.15,0.27,0.26
397,0.06,,,0.05,,,,0.09,0.07,0.18,0.16
398,,,0.06,0.07,,,,,0.05,0.06,0.09
399,0.09,0.18,0.13,0.1,0.13,0.14,0.24,0.23,0.25,0.16,0.12
400,0.24,0.36,0.28,0.31,0.48,0.41,0.34,0.45,0.46,0.29,0.36
401,0.37,0.27,0.11,0.21,0.27,0.28,0.19,0.25,0.22,0.28,0.29
402,0.12,0.21,0.22,0.2,0.11,0.28,0.18,0.15,0.18,0.15,0.22
403,0.24,0.2,0.17,0.31,0.25,0.19,0.21,0.25,0.29,0.31,0.33
404,0.27,0.23,0.19,0.23,0.14,0.14,0.16,0.14,0.3,0.12,0.19
405,0.42,0.33,0.36,0.39,0.56,0.41,0.4,0.56,0.51,0.61,0.49
406,0.13,0.12,0.19,0.12,0.15,0.13,0.17,0.15,0.15,0.15,0.14
407,0.16,0.26,0.2,0.22,0.15,0.2,0.18,0.18,0.19,0.09,0.18
408,0.29,0.3,0.22,0.21,0.22,0.25,0.18,0.25,0.31,0.19,0.19
409,0.13,0.25,0.21,0.25,0.18,0.29,0.25,0.25,0.21,0.21,0.26
410,,0.06,0.1,0.05,,,,0.05,0.07,,0.09
411,0.09,0.12,0.24,0.14,0.28,0.15,0.17,0.27,0.27,0.33,0.24
412,0.07,0.07,0.08,0.06,,,,,,0.08,0.05
413,0.38,0.49,0.55,0.5,0.56,0.64,0.58,0.46,0.56,0.47,0.58
416,0.1,0.07,0.09,0.11,,,,0.1,0.09,0.12,0.1
417,0.25,0.21,0.07,0.16,0.16,0.15,0.13,0.19,0.13,0.11,0.17
418,0.15,0.19,0.19,0.3,0.33,0.35,0.29,0.34,0.13,0.23,0.19
419,0.22,0.21,0.28,0.36,0.27,0.29,0.29,0.18,0.25,0.12,0.28
420,0.16,0.22,0.16,0.23,0.19,0.28,0.19,0.2,0.13,0.07,0.15
421,0.09,,0.05,0.14,,,,0.12,0.11,0.1,0.12
422,0.2,0.15,0.2,0.22,0.11,0.26,0.31,0.23,0.27,0.31,0.19
423,0.25,0.24,0.2,0.19,0.29,0.22,0.14,0.35,0.23,0.31,0.31
424,,0.08,,0.09,,,,,0.07,0.1,0.06
425,0.07,0.11,0.07,0.1,0.17,,0.22,0.12,0.09,0.16,0.14
426,0.24,0.28,0.2,0.17,0.3,0.23,0.23,0.16,0.23,0.22,0.26
428,0.09,0.15,0.13,0.25,0.23,0.23,0.12,0.12,0.12,0.13,0.24
430,0.3,0.28,0.25,0.45,0.52,0.34,0.31,0.47,0.56,0.32,0.48
431,0.2,0.2,0.25,0.26,0.25,0.16,0.16,0.25,0.17,0.32,0.25
432,0.39,0.43,0.34,0.25,0.25,0.29,0.24,0.27,0.21,0.22,0.24
433,0.2,0.11,0.12,0.13,0.13,0.11,,0.11,0.1,0.06,0.09
434,0.14,0.18,0.11,0.22,0.2,0.21,0.18,0.13,0.13,0.19,0.21
435,,,0.05,,,,,,0.06,,0.08
436,0.29,0.14,0.24,0.19,0.2,0.22,0.24,0.21,0.31,0.19,0.17
437,0.16,0.1,0.19,0.14,0.13,0.21,0.15,0.24,0.18,0.24,0.3
438,0.11,0.08,0.18,0.21,0.24,0.25,0.36,0.34,0.34,0.25,0.26
442,0.3,0.3,0.24,0.38,0.29,0.39,0.3,0.3,0.34,0.21,0.33
443,0.14,0.16,0.32,0.15,0.18,,0.12,0.22,0.12,0.2,0.16
444,0.3,0.33,0.22,0.25,0.26,0.19,0.13,0.27,0.26,0.27,0.3
445,0.22,0.31,0.29,0.3,0.29,0.2,0.34,0.22,0.2,0.18,0.22
446,0.11,0.08,0.11,0.17,,0.11,0.19,0.07,0.15,0.09,
447,0.09,0.12,0.2,0.19,0.23,0.14,0.19,0.28,0.24,0.4,0.29
448,0.17,0.25,0.22,0.25,0.29,0.19,0.16,0.35,0.33,0.32,0.41
449,0.06,0.1,0.14,0.13,0.16,,0.11,0.22,0.13,0.15,0.14
450,0.3,0.3,0.43,0.25,0.25,0.12,0.31,0.3,0.24,0.26,0.3
451,0.37,0.32,0.43,0.48,0.41,0.51,0.57,0.44,0.7,0.51,0.7
452,0.14,0.08,,0.12,0.13,,,0.12,0.1,0.13,0.09
453,0.07,0.14,0.18,0.17,0.13,0.11,0.12,0.21,0.13,0.21,0.14
454,0.16,0.18,0.25,0.15,0.14,0.15,0.14,0.21,0.16,0.16,0.11
455,0.14,0.17,0.25,0.17,0.19,0.19,0.17,0.18,0.16,0.14,0.1
456,,,,,,,,,,,
457,0.18,0.18,0.15,0.07,,0.18,0.11,0.13,0.16,0.15,0.19
458,0.11,0.08,0.16,0.14,0.11,,0.16,0.13,0.21,0.18,0.16
459,0.36,0.46,0.39,0.35,0.33,0.29,0.44,0.32,0.35,0.34,0.32
460,0.38,0.33,0.4,0.37,0.4,0.2,0.37,0.37,0.43,0.4,0.33
462,0.12,0.13,0.11,0.14,0.1,0.14,0.17,0.17,0.21,0.13,0.15
463,0.29,0.15,0.25,0.15,0.16,0.14,0.18,0.16,0.15,0.23,0.25
464,0.31,0.31,0.34,0.4,0.33,0.32,0.44,0.31,0.49,0.57,0.45
465,0.16,0.14,0.12,0.11,0.14,0.13,0.18,0.14,0.08,0.21,0.13
466,0.19,0.24,0.24,0.21,0.27,0.19,0.24,0.27,0.38,0.27,0.3
467,0.32,0.28,0.34,0.24,0.28,0.36,0.39,0.43,0.39,0.4,0.3
468,,,0.05,,,,,,,,
469,0.19,0.09,0.22,0.14,0.16,0.27,0.18,0.17,0.23,0.19,0.11
470,0.12,0.17,0.23,0.16,0.25,0.18,0.29,0.28,0.2,0.19,0.24
471,0.26,0.17,0.14,0.28,0.27,0.23,0.19,0.23,0.2,0.25,0.23
472,0.07,0.05,0.07,,,0.13,0.11,0.09,0.13,0.14,0.09
473,0.13,0.11,0.1,0.12,0.13,,0.17,0.17,0.11,0.13,0.1
474,0.16,0.07,0.15,0.22,0.12,0.15,0.3,0.23,0.24,0.19,0.2
475,0.22,0.09,0.11,0.15,,0.18,0.15,0.16,0.22,0.22,0.27
476,0.14,0.23,0.1,0.15,,0.2,0.19,0.26,0.27,0.32,0.22
