id,y_2014,y_2015,y_2016,y_2017,y_2018,y_2019,y_2021,y_2022,y_2023
425,4.0,9.0,7.0,,7.0,,10.0,6.0,12.0
426,11.0,17.0,12.0,12.0,9.0,9.0,7.0,17.0,13.0
428,12.0,8.0,11.0,8.0,7.0,7.0,10.0,4.0,10.0
430,10.0,15.0,16.0,7.0,21.0,21.0,15.0,10.0,16.0
431,8.0,12.0,10.0,13.0,17.0,9.0,12.0,10.0,8.0
432,19.0,19.0,16.0,14.0,18.0,10.0,12.0,22.0,21.0
433,11.0,9.0,8.0,,9.0,,10.0,5.0,8.0
434,10.0,8.0,,,,,14.0,6.0,6.0
435,,,9.0,,,,3.0,3.0,
436,7.0,15.0,13.0,15.0,10.0,8.0,6.0,4.0,7.0
437,2.0,4.0,3.0,5.0,3.0,,9.0,7.0,12.0
438,10.0,9.0,9.0,18.0,16.0,16.0,19.0,31.0,28.0
442,19.0,13.0,13.0,13.0,17.0,7.0,10.0,18.0,7.0
443,10.0,12.0,5.0,8.0,12.0,,10.0,15.0,18.0
444,16.0,13.0,16.0,11.0,15.0,8.0,18.0,13.0,9.0
445,17.0,18.0,10.0,14.0,20.0,,13.0,5.0,11.0
446,6.0,4.0,5.0,9.0,,,4.0,6.0,5.0
447,9.0,9.0,9.0,9.0,19.0,11.0,21.0,18.0,25.0
448,11.0,13.0,14.0,13.0,21.0,18.0,14.0,21.0,15.0
449,,,6.0,,11.0,,16.0,10.0,11.0
450,14.0,19.0,9.0,12.0,25.0,7.0,22.0,21.0,16.0
451,21.0,17.0,23.0,36.0,34.0,41.0,44.0,64.0,51.0
452,7.0,5.0,2.0,,,,,6.0,3.0
453,9.0,,1.0,4.0,8.0,,7.0,6.0,4.0
454,6.0,7.0,5.0,,11.0,5.0,10.0,9.0,7.0
455,8.0,6.0,7.0,7.0,6.0,8.0,8.0,8.0,9.0
456,,,,,,,,,
457,8.0,9.0,16.0,10.0,11.0,10.0,18.0,8.0,17.0
458,7.0,6.0,4.0,9.0,11.0,15.0,11.0,10.0,11.0
459,14.0,19.0,16.0,24.0,21.0,12.0,22.0,35.0,18.0
460,25.0,23.0,10.0,19.0,23.0,18.0,22.0,29.0,23.0
462,3.0,4.0,4.0,5.0,6.0,6.0,10.0,15.0,19.0
463,5.0,4.0,6.0,13.0,9.0,8.0,8.0,14.0,13.0
464,14.0,13.0,16.0,27.0,26.0,35.0,26.0,37.0,37.0
465,5.0,7.0,8.0,10.0,13.0,7.0,14.0,13.0,3.0
466,11.0,14.0,8.0,10.0,15.0,9.0,14.0,5.0,22.0
467,20.0,10.0,17.0,17.0,30.0,17.0,28.0,20.0,25.0
468,,,,,,,,,
469,5.0,7.0,8.0,8.0,24.0,13.0,12.0,10.0,11.0
470,2.0,11.0,7.0,15.0,18.0,15.0,15.0,15.0,14.0
471,16.0,10.0,9.0,10.0,21.0,12.0,9.0,13.0,13.0
472,,3.0,5.0,,14.0,,7.0,13.0,13.0
473,6.0,3.0,3.0,10.0,,,6.0,8.0,9.0
474,7.0,3.0,,18.0,23.0,8.0,8.0,13.0,13.0
475,7.0,5.0,5.0,,13.0,9.0,27.0,27.0,18.0
476,1.0,4.0,4.0,,14.0,5.0,11.0,12.0,13.0
